MUNICIPALITY,CODE,YEAR,MONTH,HEIGHT,DIAMETRE,TOWNHALL,BASALAN,FIREFIGHTERS,DESTROYED,INDESTRUCTIBLE,PENDING,WOODLAND,CONSTRUCTION,BEEHIVES,AKTINIDIA (KIWI),BLUEBERRIES,RASPBERRIES,FRUIT TREES,APPLE TREES,PEAR TREES,TXAKOLI VINEYARD
ARTEA,48023,2018,7,7.5,10.5,0,1,1,2,0,0,0,2,400.0,0.0,0.0,0.0,24.0,4.0,0.0,6.0
ARTEA,48023,2018,8,3.5,17.5,0,2,0,2,0,0,1,1,400.0,0.0,0.0,0.0,24.0,4.0,0.0,6.0
ARTEA,48023,2018,9,2.0,25.0,0,1,0,1,0,0,1,0,200.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0
ARTEA,48023,2018,10,1.0,13.333333333333336,0,3,0,3,0,0,3,0,600.0,0.0,0.0,0.0,36.0,6.0,0.0,9.0
ARTEA,48023,2018,11,3.75,11.75,0,4,0,4,0,0,4,0,800.0,0.0,0.0,0.0,48.0,8.0,0.0,12.0
ARTEA,48023,2018,12,2.0,40.0,0,1,0,1,0,0,1,0,200.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0
ARTEA,48023,2019,2,2.0,15.0,0,1,0,1,0,0,0,1,200.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0
ARTEA,48023,2019,6,0.0,30.0,0,0,1,1,0,0,0,1,200.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0
ARTEA,48023,2019,8,7.666666666666668,28.16666666666667,0,6,0,4,2,0,1,5,1200.0,0.0,0.0,0.0,72.0,12.0,0.0,18.0
ARTEA,48023,2019,10,5.0,65.0,0,2,0,2,0,0,2,0,400.0,0.0,0.0,0.0,24.0,4.0,0.0,6.0
ARTEA,48023,2019,11,6.5,45.0,0,2,0,2,0,0,2,0,400.0,0.0,0.0,0.0,24.0,4.0,0.0,6.0
ARTEA,48023,2019,12,7.0,50.0,0,1,0,1,0,0,1,0,200.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0
ARTZENTALES,48008,2018,5,11.0,22.5,0,2,0,2,0,0,1,1,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2018,6,3.333333333333333,53.33333333333334,0,3,0,3,0,0,0,3,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2018,7,9.222222222222221,28.33333333333333,0,8,1,9,0,0,3,6,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2018,8,6.0,35.0,0,8,1,9,0,0,4,5,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2018,9,5.333333333333333,19.33333333333333,0,6,0,6,0,0,3,3,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2018,10,4.166666666666667,25.16666666666667,0,5,1,5,1,0,4,2,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2018,11,4.25,5.5,0,4,0,4,0,0,4,0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2019,4,2.0,5.0,0,1,0,1,0,0,0,1,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2019,7,1.0,15.0,0,1,1,2,0,0,1,1,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2019,8,2.0,22.0,0,1,0,1,0,0,0,1,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2019,9,12.25,22.5,0,4,0,3,1,0,3,1,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTZENTALES,48008,2019,11,11.5,52.5,0,2,0,1,1,0,1,1,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXONDO,48091,2018,1,3.0,30.0,0,1,0,1,0,0,1,0,30.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
ATXONDO,48091,2018,2,20.0,50.0,0,1,0,1,0,0,0,1,30.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
ATXONDO,48091,2018,4,6.0,18.0,0,1,0,1,0,0,0,1,30.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
ATXONDO,48091,2018,5,14.333333333333336,45.0,0,3,0,3,0,0,0,3,90.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0
ATXONDO,48091,2018,6,8.0,17.0,0,2,0,2,0,0,0,2,60.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0
ATXONDO,48091,2018,7,8.5,41.0,0,4,2,6,0,0,1,5,180.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0
ATXONDO,48091,2018,8,6.4,42.0,0,5,0,4,1,0,4,1,150.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0
ATXONDO,48091,2018,9,0.0,25.0,0,1,0,1,0,0,1,0,30.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
ATXONDO,48091,2018,10,8.666666666666666,30.0,0,3,0,3,0,0,1,2,90.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0
ATXONDO,48091,2018,11,9.714285714285714,15.0,0,7,0,7,0,0,7,0,210.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0
ATXONDO,48091,2018,12,12.0,50.0,0,0,1,1,0,0,1,0,30.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
ATXONDO,48091,2019,5,3.0,40.0,0,1,0,1,0,0,1,0,30.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
ATXONDO,48091,2019,6,10.0,60.0,0,1,0,1,0,0,1,0,30.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
ATXONDO,48091,2019,7,5.5,12.5,0,2,0,2,0,0,0,2,60.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0
ATXONDO,48091,2019,8,20.0,60.0,0,1,0,1,0,0,1,0,30.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
ATXONDO,48091,2019,9,15.0,40.0,0,1,0,1,0,0,1,0,30.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
ATXONDO,48091,2019,10,13.6,48.0,0,4,1,5,0,0,5,0,150.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0
AULESTI,48070,2018,4,6.0,5.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,45.0,28.0,1.0,0.0
AULESTI,48070,2018,6,10.0,40.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,45.0,28.0,1.0,0.0
AULESTI,48070,2018,8,5.571428571428571,25.285714285714285,0,7,0,5,2,0,4,3,0.0,7.0,0.0,0.0,315.0,196.0,7.0,0.0
AULESTI,48070,2018,9,5.0,27.66666666666667,0,3,0,3,0,0,1,2,0.0,3.0,0.0,0.0,135.0,84.0,3.0,0.0
AULESTI,48070,2018,10,6.0,12.75,0,4,0,4,0,0,4,0,0.0,4.0,0.0,0.0,180.0,112.0,4.0,0.0
AULESTI,48070,2018,11,0.5,8.0,0,2,0,2,0,0,2,0,0.0,2.0,0.0,0.0,90.0,56.0,2.0,0.0
AULESTI,48070,2018,12,2.0,20.0,0,1,0,0,1,0,1,0,0.0,1.0,0.0,0.0,45.0,28.0,1.0,0.0
AULESTI,48070,2019,3,4.5,10.5,0,4,0,3,1,0,3,1,0.0,4.0,0.0,0.0,180.0,112.0,4.0,0.0
AULESTI,48070,2019,6,12.0,20.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,45.0,28.0,1.0,0.0
AULESTI,48070,2019,9,6.0,13.333333333333336,0,3,0,2,1,0,3,0,0.0,3.0,0.0,0.0,135.0,84.0,3.0,0.0
AULESTI,48070,2019,10,2.5,40.0,0,2,0,2,0,0,0,2,0.0,2.0,0.0,0.0,90.0,56.0,2.0,0.0
AULESTI,48070,2019,12,6.0,1.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,45.0,28.0,1.0,0.0
BAKIO,48012,2018,1,4.0,30.0,0,2,0,1,1,0,1,1,60.0,0.0,0.0,0.0,38.0,0.0,0.0,214.0
BAKIO,48012,2018,2,9.5,8.5,0,1,1,2,0,0,0,2,60.0,0.0,0.0,0.0,38.0,0.0,0.0,214.0
BAKIO,48012,2018,3,6.0,25.714285714285715,0,7,0,6,1,0,3,4,210.0,0.0,0.0,0.0,133.0,0.0,0.0,749.0
BAKIO,48012,2018,4,8.0,5.0,0,1,0,1,0,0,0,1,30.0,0.0,0.0,0.0,19.0,0.0,0.0,107.0
BAKIO,48012,2018,5,2.0,4.0,0,1,0,1,0,0,1,0,30.0,0.0,0.0,0.0,19.0,0.0,0.0,107.0
BAKIO,48012,2018,6,10.0,50.0,0,2,0,2,0,0,0,2,60.0,0.0,0.0,0.0,38.0,0.0,0.0,214.0
BAKIO,48012,2018,7,10.909090909090908,38.09090909090909,0,10,1,11,0,0,3,8,330.0,0.0,0.0,0.0,209.0,0.0,0.0,1177.0
BAKIO,48012,2018,8,2.75,20.25,0,7,1,7,1,0,4,4,240.0,0.0,0.0,0.0,152.0,0.0,0.0,856.0
BAKIO,48012,2018,9,4.8,17.3,0,9,1,10,0,0,6,4,300.0,0.0,0.0,0.0,190.0,0.0,0.0,1070.0
BAKIO,48012,2018,10,6.3,16.6,0,10,0,8,2,0,8,2,300.0,0.0,0.0,0.0,190.0,0.0,0.0,1070.0
BAKIO,48012,2018,11,5.666666666666668,31.66666666666667,0,3,0,2,1,0,3,0,90.0,0.0,0.0,0.0,57.0,0.0,0.0,321.0
BAKIO,48012,2018,12,2.5,7.0,0,2,0,2,0,0,2,0,60.0,0.0,0.0,0.0,38.0,0.0,0.0,214.0
BAKIO,48012,2019,4,10.0,90.0,0,1,0,1,0,0,1,0,30.0,0.0,0.0,0.0,19.0,0.0,0.0,107.0
BAKIO,48012,2019,5,3.0,17.5,0,2,0,2,0,0,0,2,60.0,0.0,0.0,0.0,38.0,0.0,0.0,214.0
BAKIO,48012,2019,6,3.5,14.5,0,6,0,6,0,0,1,5,180.0,0.0,0.0,0.0,114.0,0.0,0.0,642.0
BAKIO,48012,2019,7,5.6,23.2,0,5,0,5,0,0,4,1,150.0,0.0,0.0,0.0,95.0,0.0,0.0,535.0
BAKIO,48012,2019,8,4.777777777777779,27.222222222222214,2,7,0,6,3,0,4,5,270.0,0.0,0.0,0.0,171.0,0.0,0.0,963.0
BAKIO,48012,2019,9,9.75,23.5,0,4,0,4,0,0,3,1,120.0,0.0,0.0,0.0,76.0,0.0,0.0,428.0
BAKIO,48012,2019,10,6.25,80.0,0,4,0,4,0,0,4,0,120.0,0.0,0.0,0.0,76.0,0.0,0.0,428.0
BAKIO,48012,2019,11,10.0,10.0,0,1,0,1,0,0,1,0,30.0,0.0,0.0,0.0,19.0,0.0,0.0,107.0
BAKIO,48012,2019,12,11.5,31.25,0,3,1,4,0,0,3,1,120.0,0.0,0.0,0.0,76.0,0.0,0.0,428.0
BALMASEDA,48090,2018,5,15.0,70.0,0,1,0,1,0,0,0,1,144.0,0.0,0.0,0.0,15.0,0.0,0.0,27.0
BALMASEDA,48090,2018,7,6.25,27.5,0,3,1,4,0,0,0,4,576.0,0.0,0.0,0.0,60.0,0.0,0.0,108.0
BALMASEDA,48090,2018,8,6.5,15.25,0,3,1,4,0,0,1,3,576.0,0.0,0.0,0.0,60.0,0.0,0.0,108.0
BALMASEDA,48090,2018,9,20.0,30.0,0,1,0,1,0,0,0,1,144.0,0.0,0.0,0.0,15.0,0.0,0.0,27.0
BALMASEDA,48090,2019,4,8.0,10.5,0,1,1,2,0,0,0,2,288.0,0.0,0.0,0.0,30.0,0.0,0.0,54.0
BALMASEDA,48090,2019,7,5.0,15.0,0,1,0,1,0,0,0,1,144.0,0.0,0.0,0.0,15.0,0.0,0.0,27.0
BALMASEDA,48090,2019,10,5.0,30.0,0,1,0,1,0,0,1,0,144.0,0.0,0.0,0.0,15.0,0.0,0.0,27.0
BALMASEDA,48090,2019,11,3.0,25.0,0,1,0,1,0,0,1,0,144.0,0.0,0.0,0.0,15.0,0.0,0.0,27.0
BARAKALDO,48013,2017,2,20.0,45.0,0,0,2,2,0,0,2,0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0
BARAKALDO,48013,2018,1,10.5,30.0,0,1,3,4,0,0,3,1,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0
BARAKALDO,48013,2018,2,12.0,24.5,0,0,2,2,0,0,0,2,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0
BARAKALDO,48013,2018,3,10.75,28.75,0,4,0,4,0,0,0,4,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0
BARAKALDO,48013,2018,4,10.0,28.66666666666667,0,6,3,7,2,0,6,3,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0
BARAKALDO,48013,2018,5,20.0,51.0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0
BARAKALDO,48013,2018,6,8.0,33.55555555555556,0,4,5,8,1,0,2,7,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0
BARAKALDO,48013,2018,7,9.5,37.333333333333336,0,8,4,12,0,0,3,9,0.0,0.0,0.0,0.0,108.0,0.0,0.0,108.0
BARAKALDO,48013,2018,8,8.411764705882353,48.941176470588225,0,12,5,17,0,0,7,10,0.0,0.0,0.0,0.0,153.0,0.0,0.0,153.0
BARAKALDO,48013,2018,9,8.363636363636363,27.272727272727273,0,9,2,9,2,0,2,9,0.0,0.0,0.0,0.0,99.0,0.0,0.0,99.0
BARAKALDO,48013,2018,10,10.666666666666666,23.0,0,15,3,15,3,0,11,7,0.0,0.0,0.0,0.0,162.0,0.0,0.0,162.0
BARAKALDO,48013,2018,11,5.352941176470588,17.294117647058822,0,15,2,11,6,0,16,1,0.0,0.0,0.0,0.0,153.0,0.0,0.0,153.0
BARAKALDO,48013,2018,12,9.142857142857142,43.57142857142857,0,7,0,4,3,0,5,2,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0
BARAKALDO,48013,2019,1,2.0,50.0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0
BARAKALDO,48013,2019,2,16.666666666666668,24.33333333333333,0,2,1,3,0,0,2,1,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0
BARAKALDO,48013,2019,4,2.0,30.0,0,2,0,2,0,0,1,1,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0
BARAKALDO,48013,2019,5,8.333333333333334,13.666666666666664,0,2,1,3,0,0,1,2,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0
BARAKALDO,48013,2019,6,9.8,24.0,0,2,3,4,1,0,1,4,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0
BARAKALDO,48013,2019,7,11.666666666666664,20.777777777777786,0,6,3,6,3,0,3,6,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0
BARAKALDO,48013,2019,8,13.0,37.5,0,0,4,4,0,0,2,2,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0
BARAKALDO,48013,2019,9,10.75,25.41666666666667,0,9,3,10,2,0,4,8,0.0,0.0,0.0,0.0,108.0,0.0,0.0,108.0
BARAKALDO,48013,2019,10,8.285714285714286,25.0,0,2,5,5,2,0,5,2,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0
BARAKALDO,48013,2019,11,9.0,30.0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0
BARRIKA,48014,2018,2,10.2,17.4,0,5,0,4,1,0,3,2,0.0,0.0,0.0,0.0,20.0,0.0,0.0,105.0
BARRIKA,48014,2018,5,17.5,37.5,0,2,0,2,0,0,0,2,0.0,0.0,0.0,0.0,8.0,0.0,0.0,42.0
BARRIKA,48014,2018,7,11.0,28.0,0,5,0,5,0,0,2,3,0.0,0.0,0.0,0.0,20.0,0.0,0.0,105.0
BARRIKA,48014,2018,8,4.75,32.5,0,3,1,3,1,0,1,3,0.0,0.0,0.0,0.0,16.0,0.0,0.0,84.0
BARRIKA,48014,2018,9,4.25,35.0,0,3,1,4,0,0,1,3,0.0,0.0,0.0,0.0,16.0,0.0,0.0,84.0
BARRIKA,48014,2018,10,5.8,28.0,0,5,0,5,0,0,2,3,0.0,0.0,0.0,0.0,20.0,0.0,0.0,105.0
BARRIKA,48014,2018,11,3.5,17.5,0,2,0,2,0,0,2,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,42.0
BARRIKA,48014,2019,1,3.0,1.0,0,2,0,2,0,0,0,2,0.0,0.0,0.0,0.0,8.0,0.0,0.0,42.0
BARRIKA,48014,2019,7,2.6666666666666665,21.66666666666667,0,3,0,3,0,0,0,3,0.0,0.0,0.0,0.0,12.0,0.0,0.0,63.0
BARRIKA,48014,2019,8,4.4,37.0,0,5,0,4,1,0,4,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,105.0
BARRIKA,48014,2019,9,4.0,20.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0
BARRIKA,48014,2019,10,10.0,50.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0
BASAURI,48015,2018,1,15.0,40.0,0,1,0,1,0,0,0,1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2018,3,10.0,60.0,0,0,1,1,0,0,0,1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2018,4,2.0,9.5,0,2,0,2,0,0,2,0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2018,5,9.666666666666666,34.666666666666664,0,6,0,3,3,0,3,3,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2018,6,15.0,20.0,0,0,1,1,0,0,0,1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2018,7,7.352941176470589,33.882352941176464,0,10,7,15,2,0,6,11,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2018,8,11.25,24.5,0,5,3,8,0,0,2,6,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2018,9,5.777777777777778,26.11111111111111,0,9,0,9,0,0,7,2,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2018,10,11.7,18.7,0,7,3,8,2,0,4,6,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2018,11,14.0,38.333333333333336,0,3,0,3,0,0,1,2,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2018,12,6.666666666666668,25.33333333333333,0,0,3,3,0,0,1,2,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2019,5,3.0,50.0,0,1,0,0,1,0,1,0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2019,9,8.0,30.0,0,1,0,1,0,0,1,0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2019,10,18.0,50.0,0,2,1,3,0,0,2,1,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2019,11,2.5,18.5,3,0,1,4,0,0,1,3,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
BASAURI,48015,2019,12,20.0,10.0,0,1,0,0,1,0,0,1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
BEDIA,48092,2018,2,1.0,40.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
BEDIA,48092,2018,4,4.0,15.333333333333336,0,3,0,3,0,0,3,0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0
BEDIA,48092,2018,5,2.0,20.0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
BEDIA,48092,2018,8,8.0,20.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
BEDIA,48092,2018,9,11.0,35.0,0,2,1,3,0,0,3,0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0
BEDIA,48092,2018,10,2.5,20.0,0,2,0,2,0,0,2,0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0
BEDIA,48092,2018,11,3.0,10.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
BEDIA,48092,2018,12,15.0,40.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
BEDIA,48092,2019,2,6.0,26.0,0,3,0,3,0,0,1,2,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0
BEDIA,48092,2019,4,9.5,30.0,0,2,0,2,0,0,1,1,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0
BEDIA,48092,2019,6,3.0,10.0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
BEDIA,48092,2019,9,10.5,13.75,0,4,0,4,0,0,2,2,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0
BEDIA,48092,2019,10,9.5,20.0,0,2,0,2,0,0,1,1,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0
BEDIA,48092,2019,11,8.0,40.0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
BEDIA,48092,2019,12,20.0,20.0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
BERANGO,48016,2018,1,22.5,50.0,0,2,0,2,0,0,1,1,0.0,0.0,0.0,0.0,20.0,6.0,0.0,2.0
BERANGO,48016,2018,2,5.0,30.5,0,2,0,2,0,0,0,2,0.0,0.0,0.0,0.0,20.0,6.0,0.0,2.0
BERANGO,48016,2018,3,11.333333333333336,43.33333333333334,0,2,1,3,0,0,0,3,0.0,0.0,0.0,0.0,30.0,9.0,0.0,3.0
BERANGO,48016,2018,4,17.833333333333332,38.5,0,6,0,6,0,0,1,5,0.0,0.0,0.0,0.0,60.0,18.0,0.0,6.0
BERANGO,48016,2018,5,17.5,60.0,0,2,0,2,0,0,0,2,0.0,0.0,0.0,0.0,20.0,6.0,0.0,2.0
BERANGO,48016,2018,6,13.333333333333336,35.0,0,3,0,2,1,0,0,3,0.0,0.0,0.0,0.0,30.0,9.0,0.0,3.0
BERANGO,48016,2018,7,11.0,29.625,0,8,0,6,2,0,4,4,0.0,0.0,0.0,0.0,80.0,24.0,0.0,8.0
BERANGO,48016,2018,8,6.142857142857142,27.857142857142854,0,6,1,7,0,0,3,4,0.0,0.0,0.0,0.0,70.0,21.0,0.0,7.0
BERANGO,48016,2018,9,11.2,18.2,0,4,1,5,0,0,1,4,0.0,0.0,0.0,0.0,50.0,15.0,0.0,5.0
BERANGO,48016,2018,10,6.625,15.875,0,8,0,8,0,0,7,1,0.0,0.0,0.0,0.0,80.0,24.0,0.0,8.0
BERANGO,48016,2018,11,6.4,16.6,0,3,2,4,1,0,4,1,0.0,0.0,0.0,0.0,50.0,15.0,0.0,5.0
BERANGO,48016,2018,12,9.0,37.75,0,3,1,4,0,0,2,2,0.0,0.0,0.0,0.0,40.0,12.0,0.0,4.0
BERANGO,48016,2019,1,1.0,1.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0
BERANGO,48016,2019,2,10.5,18.0,0,2,0,2,0,0,0,2,0.0,0.0,0.0,0.0,20.0,6.0,0.0,2.0
BERANGO,48016,2019,3,0.0,1.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0
BERANGO,48016,2019,4,3.0,3.0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0
BERANGO,48016,2019,5,2.6666666666666665,17.666666666666668,0,3,0,3,0,0,3,0,0.0,0.0,0.0,0.0,30.0,9.0,0.0,3.0
BERANGO,48016,2019,6,4.666666666666667,21.66666666666667,0,3,0,3,0,0,0,3,0.0,0.0,0.0,0.0,30.0,9.0,0.0,3.0
BERANGO,48016,2019,7,1.5,10.5,0,2,0,2,0,0,0,2,0.0,0.0,0.0,0.0,20.0,6.0,0.0,2.0
BERANGO,48016,2019,8,4.0,35.142857142857146,0,7,0,6,1,0,2,5,0.0,0.0,0.0,0.0,70.0,21.0,0.0,7.0
BERANGO,48016,2019,9,3.25,13.75,0,4,0,4,0,0,1,3,0.0,0.0,0.0,0.0,40.0,12.0,0.0,4.0
BERANGO,48016,2019,10,3.0,20.0,0,5,0,4,1,0,3,2,0.0,0.0,0.0,0.0,50.0,15.0,0.0,5.0
BERANGO,48016,2019,11,12.333333333333336,53.33333333333334,0,3,0,3,0,0,2,1,0.0,0.0,0.0,0.0,30.0,9.0,0.0,3.0
BERANGO,48016,2019,12,21.75,72.5,0,4,0,4,0,0,4,0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,4.0
BERMEO,48017,2018,1,8.666666666666666,22.0,0,3,0,3,0,0,2,1,570.0,6.0,0.0,0.0,222.0,0.0,3.0,0.0
BERMEO,48017,2018,2,1.5,12.5,0,2,0,2,0,0,2,0,380.0,4.0,0.0,0.0,148.0,0.0,2.0,0.0
BERMEO,48017,2018,3,8.0,25.0,0,1,0,1,0,0,0,1,190.0,2.0,0.0,0.0,74.0,0.0,1.0,0.0
BERMEO,48017,2018,5,10.333333333333334,43.33333333333334,0,3,0,3,0,0,0,3,570.0,6.0,0.0,0.0,222.0,0.0,3.0,0.0
BERMEO,48017,2018,6,9.0,30.0,0,9,0,9,0,0,1,8,1710.0,18.0,0.0,0.0,666.0,0.0,9.0,0.0
BERMEO,48017,2018,7,12.333333333333336,23.66666666666667,0,3,0,3,0,0,2,1,570.0,6.0,0.0,0.0,222.0,0.0,3.0,0.0
BERMEO,48017,2018,8,6.7272727272727275,23.72727272727273,0,11,0,10,1,0,7,4,2090.0,22.0,0.0,0.0,814.0,0.0,11.0,0.0
BERMEO,48017,2018,9,6.375,52.125,0,8,0,8,0,0,4,4,1520.0,16.0,0.0,0.0,592.0,0.0,8.0,0.0
BERMEO,48017,2018,10,5.75,19.5,0,12,0,12,0,0,12,0,2280.0,24.0,0.0,0.0,888.0,0.0,12.0,0.0
BERMEO,48017,2018,11,9.75,15.0,0,3,1,4,0,0,2,2,760.0,8.0,0.0,0.0,296.0,0.0,4.0,0.0
BERMEO,48017,2018,12,6.125,7.75,0,8,0,8,0,0,8,0,1520.0,16.0,0.0,0.0,592.0,0.0,8.0,0.0
BERMEO,48017,2019,2,7.5,43.75,0,4,0,3,1,0,4,0,760.0,8.0,0.0,0.0,296.0,0.0,4.0,0.0
BERMEO,48017,2019,3,6.2,10.4,0,5,0,5,0,0,0,5,950.0,10.0,0.0,0.0,370.0,0.0,5.0,0.0
BERMEO,48017,2019,5,8.0,28.33333333333333,0,3,0,3,0,0,0,3,570.0,6.0,0.0,0.0,222.0,0.0,3.0,0.0
BERMEO,48017,2019,6,4.0,20.0,0,1,0,1,0,0,1,0,190.0,2.0,0.0,0.0,74.0,0.0,1.0,0.0
BERMEO,48017,2019,7,4.857142857142857,53.57142857142857,0,6,1,6,1,0,2,5,1330.0,14.0,0.0,0.0,518.0,0.0,7.0,0.0
BERMEO,48017,2019,8,3.8181818181818175,25.0,0,10,1,10,1,0,4,7,2090.0,22.0,0.0,0.0,814.0,0.0,11.0,0.0
BERMEO,48017,2019,9,11.5,33.0,0,4,0,4,0,0,3,1,760.0,8.0,0.0,0.0,296.0,0.0,4.0,0.0
